Supply Air Temperature,Outdoor Air Temperature,Mixed Air Temperature,Return Air Temperature,Supply Air Fan Speed Control Signal,Return Air Fan Speed Control Signal,Exhaust Air Damper Control Signal,Outdoor Air Damper Control Signal,Return Air Damper Control Signal,Cooling Coil Valve Control Signal,Supply Air Duct Static Pressure,Y
55.15,77.66,74.92,74.18,0.65,0.52,0.4,0.4,0.4,0.35,1.38,4
55.26,74.85,72.38,71.24,0.68,0.55,0.4,0.4,0.4,0.25,1.39,4
55.36,77.47,74.29,73.02,0.77,0.61,0.4,0.4,0.4,0.57,1.39,4
55.58,76.22,74.18,72.92,0.76,0.61,0.4,0.4,0.4,0.5,1.39,4
55.58,77.98,74.6,73.13,0.76,0.61,0.4,0.4,0.4,0.42,1.36,4
55.36,77.08,74.39,72.92,0.77,0.62,0.4,0.4,0.4,0.59,1.39,4
55.15,72.63,73.12,73.34,0.76,0.6,0.4,0.4,0.4,0.48,1.39,4
55.15,71.59,72.8,73.34,0.75,0.6,0.4,0.4,0.4,0.44,1.38,4
54.07,75.61,72.48,70.5,0.68,0.54,0.4,0.4,0.4,0.45,1.43,4
54.72,62.9,63.57,72.6,0.66,0.53,1,1,1,0.18,1.39,4
54.83,77.29,74.6,72.92,0.8,0.64,0.4,0.4,0.4,0.53,1.39,4
55.04,78.14,74.18,72.71,0.69,0.55,0.4,0.4,0.4,0.41,1.39,4
55.04,72.48,72.8,73.23,0.75,0.6,0.4,0.4,0.4,0.45,1.39,4
55.36,75.93,74.07,73.13,0.75,0.6,0.4,0.4,0.4,0.44,1.36,4
54.07,76.07,73.97,72.71,0.75,0.6,0.4,0.4,0.4,0.41,1.43,4
55.26,69.73,72.7,73.86,0.72,0.57,0.4,0.4,0.4,0.36,1.38,4
55.36,76.22,74.07,72.92,0.76,0.61,0.4,0.4,0.4,0.51,1.39,4
54.29,82.76,75.03,72.39,0.76,0.61,0.4,0.4,0.4,0.52,1.43,4
56.12,63.96,64.42,74.07,0.67,0.54,1,1,1,0.31,1.42,4
55.15,85.87,75.45,72.5,0.78,0.62,0.4,0.4,0.4,0.62,1.39,4
54.93,76.65,70.89,70.08,0.61,0.49,0.4,0.4,0.4,0.25,1.42,4
55.47,84.58,75.24,72.71,0.73,0.58,0.4,0.4,0.4,0.48,1.37,4
54.61,77.86,74.5,73.13,0.78,0.62,0.4,0.4,0.4,0.51,1.4,4
55.15,81.24,74.39,72.39,0.74,0.59,0.4,0.4,0.4,0.49,1.38,4
55.79,59.98,61.56,69.24,0.62,0.5,1,1,1,0.26,1.36,4
55.15,85.46,75.88,72.92,0.79,0.63,0.4,0.4,0.4,0.64,1.37,4
55.15,82.42,74.5,71.87,0.75,0.6,0.4,0.4,0.4,0.53,1.38,4
55.04,71.36,72.91,73.23,0.75,0.6,0.4,0.4,0.4,0.45,1.41,4
53,82.77,73.33,71.13,0.69,0.55,0.4,0.4,0.4,0.33,1.51,4
55.36,84.82,75.45,73.13,0.72,0.57,0.4,0.4,0.4,0.47,1.35,4
54.93,83.02,74.92,72.29,0.76,0.61,0.4,0.4,0.4,0.53,1.39,4
55.79,58.64,61.56,69.66,0.62,0.5,1,1,1,0.25,1.39,4
54.93,79.92,74.29,72.39,0.73,0.58,0.4,0.4,0.4,0.47,1.4,4
55.15,78.46,74.82,73.23,0.78,0.63,0.4,0.4,0.4,0.44,1.39,4
55.15,72.58,73.44,73.23,0.76,0.61,0.4,0.4,0.4,0.5,1.38,4
55.36,84.58,75.24,72.71,0.73,0.58,0.4,0.4,0.4,0.49,1.35,4
54.93,74.72,72.7,71.55,0.68,0.55,0.4,0.4,0.4,0.25,1.37,4
55.04,78.18,74.29,73.02,0.68,0.55,0.4,0.4,0.4,0.4,1.37,4
55.36,73.04,73.33,73.23,0.76,0.61,0.4,0.4,0.4,0.53,1.36,4
54.72,76.65,70.79,70.08,0.61,0.49,0.4,0.4,0.4,0.24,1.43,4
55.15,59.16,62.83,71.02,0.65,0.52,1,1,1,0.33,1.46,4
55.15,69.53,72.7,73.65,0.73,0.59,0.4,0.4,0.4,0.38,1.38,4
55.9,75.17,72.7,71.55,0.69,0.55,0.4,0.4,0.4,0.3,1.41,4
55.04,78.46,74.71,73.23,0.78,0.63,0.4,0.4,0.4,0.44,1.36,4
55.04,78.6,74.07,72.6,0.7,0.56,0.4,0.4,0.4,0.43,1.39,4
55.15,75.63,73.65,73.13,0.71,0.57,0.4,0.4,0.4,0.37,1.31,4
55.26,85.58,75.14,72.29,0.76,0.61,0.4,0.4,0.4,0.55,1.35,4
55.15,85.46,75.77,72.71,0.79,0.63,0.4,0.4,0.4,0.65,1.39,4
55.04,85.63,75.67,72.6,0.8,0.64,0.4,0.4,0.4,0.66,1.4,4
55.04,78.37,74.07,72.6,0.7,0.56,0.4,0.4,0.4,0.42,1.38,4
54.29,83.42,73.23,71.24,0.68,0.54,0.4,0.4,0.4,0.28,1.45,4
54.07,58.89,62.4,70.08,0.63,0.5,1,1,1,0.18,1.44,4
55.36,73.04,73.44,73.44,0.77,0.61,0.4,0.4,0.4,0.55,1.37,4
55.04,78.18,74.29,73.02,0.68,0.54,0.4,0.4,0.4,0.4,1.39,4
55.15,78.69,74.5,73.02,0.78,0.62,0.4,0.4,0.4,0.52,1.41,4
67.31,59.44,70.15,72.29,0.57,0.46,0.73,0.73,0.73,0,0.78,4
55.15,79.57,74.07,72.5,0.7,0.56,0.4,0.4,0.4,0.44,1.36,4
55.04,82.2,74.39,72.18,0.75,0.6,0.4,0.4,0.4,0.52,1.36,4
55.26,79.92,74.5,72.6,0.73,0.58,0.4,0.4,0.4,0.47,1.41,4
55.04,85.07,75.35,72.39,0.78,0.62,0.4,0.4,0.4,0.61,1.41,4
55.04,85.87,75.45,72.39,0.78,0.62,0.4,0.4,0.4,0.62,1.41,4
55.15,82.42,74.5,71.66,0.75,0.6,0.4,0.4,0.4,0.53,1.42,4
55.36,77.08,74.29,73.13,0.77,0.62,0.4,0.4,0.4,0.6,1.41,4
55.26,77.47,74.18,73.02,0.77,0.61,0.4,0.4,0.4,0.58,1.38,4
55.04,78.17,74.39,73.23,0.75,0.6,0.4,0.4,0.4,0.36,1.38,4
55.36,73.04,73.44,73.23,0.76,0.61,0.4,0.4,0.4,0.53,1.41,4
55.15,77.73,74.82,74.07,0.65,0.52,0.4,0.4,0.4,0.36,1.38,4
55.04,78.89,74.07,72.5,0.7,0.56,0.4,0.4,0.4,0.43,1.38,4
54.72,73.83,72.7,71.34,0.78,0.62,0.4,0.4,0.4,0.6,1.4,4
55.36,85.3,75.56,72.81,0.76,0.61,0.4,0.4,0.4,0.49,1.38,4
54.93,80.26,74.18,72.39,0.73,0.58,0.4,0.4,0.4,0.47,1.37,4
55.26,84.74,74.39,72.18,0.7,0.56,0.4,0.4,0.4,0.43,1.35,4
55.15,78.09,74.39,73.34,0.67,0.54,0.4,0.4,0.4,0.39,1.39,4
55.15,61.7,62.93,68.92,0.65,0.52,1,1,1,0.29,1.4,4
55.36,76.05,74.18,73.34,0.75,0.6,0.4,0.4,0.4,0.44,1.35,4
53.43,75.79,71.1,70.08,0.62,0.5,0.4,0.4,0.4,0.16,1.47,4
55.26,64.69,65.27,74.6,0.69,0.55,1,1,1,0.21,1.35,4
55.15,78.17,74.5,73.13,0.75,0.6,0.4,0.4,0.4,0.36,1.37,4
54.39,76.7,70.79,69.97,0.61,0.49,0.4,0.4,0.4,0.18,1.43,4
55.36,74.85,72.48,71.24,0.68,0.55,0.4,0.4,0.4,0.25,1.37,4
55.15,70.23,72.48,73.34,0.74,0.59,0.4,0.4,0.4,0.38,1.39,4
55.04,69.37,72.59,73.65,0.72,0.58,0.4,0.4,0.4,0.36,1.39,4
55.26,76.48,74.18,72.92,0.77,0.62,0.4,0.4,0.4,0.62,1.38,4
54.93,79.92,74.18,72.39,0.73,0.58,0.4,0.4,0.4,0.47,1.36,4
55.36,85.19,75.24,72.29,0.77,0.62,0.4,0.4,0.4,0.57,1.38,4
55.47,75.93,74.18,73.34,0.75,0.6,0.4,0.4,0.4,0.43,1.35,4
55.36,73.38,73.33,73.34,0.76,0.61,0.4,0.4,0.4,0.51,1.4,4
54.18,61.93,63.15,69.34,0.65,0.52,1,1,1,0.24,1.43,4
